Image ID,Label,Plane,Width,Height,Path
Tr-gl_0939,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0939.jpg
Tr-gl_0315,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0315.jpg
Tr-gl_0076,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0076.jpg
Tr-gl_0157,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0157.jpg
Tr-gl_0840,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0840.jpg
Tr-gl_0213,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0213.jpg
Tr-gl_1222,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1222.jpg
Tr-gl_0984,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0984.jpg
Tr-gl_0233,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0233.jpg
Tr-gl_0854,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0854.jpg
Tr-gl_0607,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0607.jpg
Tr-gl_0027,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0027.jpg
Tr-gl_0115,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0115.jpg
Tr-gl_0304,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0304.jpg
Tr-gl_0694,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0694.jpg
Tr-gl_0014,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0014.jpg
Tr-gl_0168,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0168.jpg
Tr-gl_0973,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0973.jpg
Tr-gl_0666,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0666.jpg
Tr-gl_1189,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1189.jpg
Tr-gl_0733,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0733.jpg
Tr-gl_0038,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0038.jpg
Tr-gl_0298,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0298.jpg
Tr-gl_0428,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0428.jpg
Tr-gl_1074,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1074.jpg
Tr-gl_0305,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0305.jpg
Tr-gl_0416,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0416.jpg
Tr-gl_0732,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0732.jpg
Tr-gl_0145,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0145.jpg
Tr-gl_1240,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1240.jpg
Tr-gl_0958,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0958.jpg
Tr-gl_0551,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0551.jpg
Tr-gl_0025,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0025.jpg
Tr-gl_0060,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0060.jpg
Tr-gl_0394,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0394.jpg
Tr-gl_0261,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0261.jpg
Tr-gl_0546,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0546.jpg
Tr-gl_0064,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0064.jpg
Tr-gl_0071,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0071.jpg
Tr-gl_0351,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0351.jpg
Tr-gl_1020,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1020.jpg
Tr-gl_1046,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1046.jpg
Tr-gl_0177,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0177.jpg
Tr-gl_0630,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0630.jpg
Tr-gl_0573,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0573.jpg
Tr-gl_0519,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0519.jpg
Tr-gl_1178,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1178.jpg
Tr-gl_0474,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0474.jpg
Tr-gl_0331,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0331.jpg
Tr-gl_0814,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0814.jpg
Tr-gl_0326,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0326.jpg
Tr-gl_1256,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1256.jpg
Tr-gl_0903,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0903.jpg
Tr-gl_0121,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0121.jpg
Tr-gl_0205,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0205.jpg
Tr-gl_0466,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0466.jpg
Tr-gl_1147,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1147.jpg
Tr-gl_0105,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0105.jpg
Tr-gl_0759,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0759.jpg
Tr-gl_0387,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0387.jpg
Tr-gl_0084,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0084.jpg
Tr-gl_0578,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0578.jpg
Tr-gl_0167,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0167.jpg
Tr-gl_0955,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0955.jpg
Tr-gl_0555,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0555.jpg
Tr-gl_0913,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0913.jpg
Tr-gl_0905,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0905.jpg
Tr-gl_0012,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0012.jpg
Tr-gl_0865,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0865.jpg
Tr-gl_1202,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1202.jpg
Tr-gl_0146,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0146.jpg
Tr-gl_0470,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0470.jpg
Tr-gl_0270,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0270.jpg
Tr-gl_0746,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0746.jpg
Tr-gl_0381,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0381.jpg
Tr-gl_0886,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0886.jpg
Tr-gl_0866,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0866.jpg
Tr-gl_1193,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1193.jpg
Tr-gl_1182,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1182.jpg
Tr-gl_0950,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0950.jpg
Tr-gl_0103,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0103.jpg
Tr-gl_1207,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1207.jpg
Tr-gl_1153,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1153.jpg
Tr-gl_0376,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0376.jpg
Tr-gl_0435,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0435.jpg
Tr-gl_0978,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0978.jpg
Tr-gl_0104,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0104.jpg
Tr-gl_0290,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0290.jpg
Tr-gl_0230,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0230.jpg
Tr-gl_1228,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1228.jpg
Tr-gl_0735,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0735.jpg
Tr-gl_1282,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1282.jpg
Tr-gl_0615,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0615.jpg
Tr-gl_0991,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0991.jpg
Tr-gl_0877,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0877.jpg
Tr-gl_0596,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0596.jpg
Tr-gl_0659,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0659.jpg
Tr-gl_0461,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0461.jpg
Tr-gl_1159,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1159.jpg
Tr-gl_0289,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0289.jpg
Tr-gl_0240,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0240.jpg
Tr-gl_1210,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1210.jpg
Tr-gl_1068,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1068.jpg
Tr-gl_0042,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0042.jpg
Tr-gl_0171,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0171.jpg
Tr-gl_0500,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0500.jpg
Tr-gl_0972,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0972.jpg
Tr-gl_0863,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0863.jpg
Tr-gl_1253,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1253.jpg
Tr-gl_0327,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0327.jpg
Tr-gl_0078,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0078.jpg
Tr-gl_0792,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0792.jpg
Tr-gl_0943,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0943.jpg
Tr-gl_0687,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0687.jpg
Tr-gl_0904,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0904.jpg
Tr-gl_0477,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0477.jpg
Tr-gl_0388,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0388.jpg
Tr-gl_1137,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1137.jpg
Tr-gl_0971,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0971.jpg
Tr-gl_1264,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1264.jpg
Tr-gl_0297,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0297.jpg
Tr-gl_0557,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0557.jpg
Tr-gl_0580,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0580.jpg
Tr-gl_0914,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0914.jpg
Tr-gl_0420,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0420.jpg
Tr-gl_1058,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1058.jpg
Tr-gl_1048,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1048.jpg
Tr-gl_0986,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0986.jpg
Tr-gl_0330,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0330.jpg
Tr-gl_0967,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0967.jpg
Tr-gl_0010,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0010.jpg
Tr-gl_0050,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0050.jpg
Tr-gl_1293,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1293.jpg
Tr-gl_0941,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0941.jpg
Tr-gl_0760,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0760.jpg
Tr-gl_1150,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1150.jpg
Tr-gl_0821,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0821.jpg
Tr-gl_0952,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0952.jpg
Tr-gl_1284,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1284.jpg
Tr-gl_0635,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0635.jpg
Tr-gl_0017,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0017.jpg
Tr-gl_0602,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0602.jpg
Tr-gl_0741,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0741.jpg
Tr-gl_0855,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0855.jpg
Tr-gl_1260,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1260.jpg
Tr-gl_0448,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0448.jpg
Tr-gl_0411,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0411.jpg
Tr-gl_0117,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0117.jpg
Tr-gl_0452,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0452.jpg
Tr-gl_0262,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0262.jpg
Tr-gl_0612,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0612.jpg
Tr-gl_0663,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0663.jpg
Tr-gl_0654,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0654.jpg
Tr-gl_1229,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1229.jpg
Tr-gl_0361,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0361.jpg
Tr-gl_0353,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0353.jpg
Tr-gl_0726,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0726.jpg
Tr-gl_0343,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0343.jpg
Tr-gl_0439,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0439.jpg
Tr-gl_0617,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0617.jpg
Tr-gl_0928,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0928.jpg
Tr-gl_0426,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0426.jpg
Tr-gl_0679,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0679.jpg
Tr-gl_1039,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1039.jpg
Tr-gl_0911,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0911.jpg
Tr-gl_0114,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0114.jpg
Tr-gl_0447,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0447.jpg
Tr-gl_0034,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0034.jpg
Tr-gl_0487,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0487.jpg
Tr-gl_0919,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0919.jpg
Tr-gl_0894,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0894.jpg
Tr-gl_0184,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0184.jpg
Tr-gl_0252,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0252.jpg
Tr-gl_0990,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0990.jpg
Tr-gl_0154,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0154.jpg
Tr-gl_0324,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0324.jpg
Tr-gl_0525,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0525.jpg
Tr-gl_0810,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0810.jpg
Tr-gl_1313,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1313.jpg
Tr-gl_1217,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1217.jpg
Tr-gl_1144,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1144.jpg
Tr-gl_0094,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0094.jpg
Tr-gl_0393,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0393.jpg
Tr-gl_1079,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1079.jpg
Tr-gl_1270,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1270.jpg
Tr-gl_0244,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0244.jpg
Tr-gl_0900,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0900.jpg
Tr-gl_0061,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0061.jpg
Tr-gl_0830,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0830.jpg
Tr-gl_0220,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0220.jpg
Tr-gl_0548,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0548.jpg
Tr-gl_0111,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0111.jpg
Tr-gl_1115,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1115.jpg
Tr-gl_1185,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1185.jpg
Tr-gl_0698,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0698.jpg
Tr-gl_0717,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0717.jpg
Tr-gl_1031,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1031.jpg
Tr-gl_0405,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0405.jpg
Tr-gl_1093,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1093.jpg
Tr-gl_0946,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0946.jpg
Tr-gl_0066,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0066.jpg
Tr-gl_0799,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0799.jpg
Tr-gl_1258,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1258.jpg
Tr-gl_0020,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0020.jpg
Tr-gl_0620,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0620.jpg
Tr-gl_0131,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0131.jpg
Tr-gl_1170,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1170.jpg
Tr-gl_0312,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0312.jpg
Tr-gl_0610,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0610.jpg
Tr-gl_1299,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1299.jpg
Tr-gl_0583,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0583.jpg
Tr-gl_1101,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1101.jpg
Tr-gl_1063,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1063.jpg
Tr-gl_0823,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0823.jpg
Tr-gl_1288,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1288.jpg
Tr-gl_1300,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1300.jpg
Tr-gl_1056,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1056.jpg
Tr-gl_1027,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1027.jpg
Tr-gl_0320,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0320.jpg
Tr-gl_0771,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0771.jpg
Tr-glTr_0004,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-glTr_0004.jpg
Tr-gl_1002,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1002.jpg
Tr-gl_0692,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0692.jpg
Tr-gl_0518,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0518.jpg
Tr-gl_1267,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1267.jpg
Tr-gl_1117,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1117.jpg
Tr-gl_0414,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0414.jpg
Tr-gl_0505,glioma,coronal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0505.jpg
Tr-gl_1248,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1248.jpg
Tr-gl_1050,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1050.jpg
Tr-gl_0153,glioma,axial,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_0153.jpg
Tr-gl_1069,glioma,sagittal,256,256,../../../pre_processed_data/Training/glioma/Tr-gl_1069.jpg
