Image ID,Label,Plane,Width,Height,Path
Tr-gl_0967,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0967.jpg
Tr-gl_0499,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0499.jpg
Tr-gl_0908,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0908.jpg
Tr-gl_1232,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1232.jpg
Tr-gl_1028,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1028.jpg
Tr-gl_1068,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1068.jpg
Tr-gl_0031,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0031.jpg
Tr-gl_0153,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0153.jpg
Tr-gl_1074,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1074.jpg
Tr-gl_0482,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0482.jpg
Tr-gl_0493,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0493.jpg
Tr-gl_0554,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0554.jpg
Tr-gl_0616,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0616.jpg
Tr-gl_0715,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0715.jpg
Tr-gl_0872,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0872.jpg
Tr-gl_1092,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1092.jpg
Tr-gl_0511,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0511.jpg
Tr-gl_0323,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0323.jpg
Tr-gl_0778,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0778.jpg
Tr-gl_0824,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0824.jpg
Tr-gl_0427,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0427.jpg
Tr-gl_0833,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0833.jpg
Tr-gl_0905,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0905.jpg
Tr-gl_0315,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0315.jpg
Tr-gl_0473,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0473.jpg
Tr-gl_0098,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0098.jpg
Tr-gl_1100,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1100.jpg
Tr-gl_0635,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0635.jpg
Tr-gl_1259,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1259.jpg
Tr-gl_0228,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0228.jpg
Tr-gl_1248,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1248.jpg
Tr-gl_1314,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1314.jpg
Tr-gl_1245,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1245.jpg
Tr-gl_0938,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0938.jpg
Tr-gl_0036,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0036.jpg
Tr-gl_1050,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1050.jpg
Tr-gl_0863,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0863.jpg
Tr-gl_0382,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0382.jpg
Tr-gl_1315,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1315.jpg
Tr-gl_0497,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0497.jpg
Tr-gl_0949,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0949.jpg
Tr-gl_0775,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0775.jpg
Tr-gl_1056,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1056.jpg
Tr-gl_0464,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0464.jpg
Tr-gl_0829,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0829.jpg
Tr-gl_0655,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0655.jpg
Tr-gl_0154,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0154.jpg
Tr-gl_1108,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1108.jpg
Tr-gl_1265,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1265.jpg
Tr-gl_0147,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0147.jpg
Tr-gl_0536,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0536.jpg
Tr-gl_0658,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0658.jpg
Tr-gl_0225,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0225.jpg
Tr-gl_0828,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0828.jpg
Tr-gl_0907,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0907.jpg
Tr-gl_0564,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0564.jpg
Tr-gl_0843,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0843.jpg
Tr-gl_0682,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0682.jpg
Tr-gl_0081,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0081.jpg
Tr-gl_0099,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0099.jpg
Tr-gl_0246,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0246.jpg
Tr-gl_0435,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0435.jpg
Tr-gl_0178,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0178.jpg
Tr-gl_0638,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0638.jpg
Tr-gl_1301,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1301.jpg
Tr-gl_0972,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0972.jpg
Tr-gl_0168,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0168.jpg
Tr-gl_1258,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1258.jpg
Tr-gl_1216,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1216.jpg
Tr-gl_0527,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0527.jpg
Tr-gl_0086,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0086.jpg
Tr-gl_0860,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0860.jpg
Tr-gl_0966,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0966.jpg
Tr-gl_0478,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0478.jpg
Tr-gl_0338,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0338.jpg
Tr-gl_0119,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0119.jpg
Tr-gl_0184,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0184.jpg
Tr-gl_1162,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1162.jpg
Tr-gl_0633,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0633.jpg
Tr-gl_0893,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0893.jpg
Tr-gl_1240,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1240.jpg
Tr-gl_1000,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1000.jpg
Tr-gl_1041,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1041.jpg
Tr-gl_0400,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0400.jpg
Tr-gl_0312,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0312.jpg
Tr-gl_1291,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1291.jpg
Tr-gl_0311,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0311.jpg
Tr-gl_1268,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1268.jpg
Tr-gl_1132,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1132.jpg
Tr-gl_0421,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0421.jpg
Tr-gl_0601,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0601.jpg
Tr-gl_0134,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0134.jpg
Tr-gl_0467,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0467.jpg
Tr-gl_0336,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0336.jpg
Tr-gl_0344,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0344.jpg
Tr-gl_0217,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0217.jpg
Tr-gl_0146,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0146.jpg
Tr-gl_0867,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0867.jpg
Tr-gl_0551,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0551.jpg
Tr-gl_0371,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0371.jpg
Tr-gl_1266,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1266.jpg
Tr-gl_0762,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0762.jpg
Tr-gl_0766,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0766.jpg
Tr-gl_0026,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0026.jpg
Tr-gl_0405,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0405.jpg
Tr-gl_0931,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0931.jpg
Tr-gl_0568,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0568.jpg
Tr-gl_0449,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0449.jpg
Tr-gl_1064,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1064.jpg
Tr-gl_0203,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0203.jpg
Tr-gl_0922,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0922.jpg
Tr-gl_0446,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0446.jpg
Tr-gl_1320,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1320.jpg
Tr-gl_0321,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0321.jpg
Tr-gl_0752,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0752.jpg
Tr-gl_1284,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1284.jpg
Tr-gl_1091,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1091.jpg
Tr-gl_1236,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1236.jpg
Tr-gl_0279,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0279.jpg
Tr-gl_0100,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0100.jpg
Tr-gl_0232,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0232.jpg
Tr-gl_0530,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0530.jpg
Tr-gl_0327,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0327.jpg
Tr-gl_1203,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1203.jpg
Tr-gl_1220,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1220.jpg
Tr-gl_1140,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1140.jpg
Tr-gl_0590,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0590.jpg
Tr-gl_0062,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0062.jpg
Tr-gl_1300,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1300.jpg
Tr-gl_0353,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0353.jpg
Tr-gl_0351,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0351.jpg
Tr-gl_1310,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1310.jpg
Tr-gl_0223,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0223.jpg
Tr-gl_0526,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0526.jpg
Tr-gl_1201,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1201.jpg
Tr-gl_0240,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0240.jpg
Tr-gl_0211,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0211.jpg
Tr-gl_0090,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0090.jpg
Tr-gl_0310,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0310.jpg
Tr-gl_0425,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0425.jpg
Tr-gl_0839,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0839.jpg
Tr-gl_0048,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0048.jpg
Tr-gl_1059,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1059.jpg
Tr-gl_0011,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0011.jpg
Tr-gl_1036,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1036.jpg
Tr-gl_0214,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0214.jpg
Tr-gl_1180,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1180.jpg
Tr-gl_1168,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1168.jpg
Tr-gl_0550,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0550.jpg
Tr-gl_0602,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0602.jpg
Tr-gl_0753,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0753.jpg
Tr-gl_0979,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0979.jpg
Tr-gl_1003,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1003.jpg
Tr-gl_0489,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0489.jpg
Tr-gl_0846,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0846.jpg
Tr-gl_0792,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0792.jpg
Tr-gl_1219,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1219.jpg
Tr-gl_1125,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1125.jpg
Tr-gl_1234,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1234.jpg
Tr-gl_1251,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1251.jpg
Tr-gl_0133,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0133.jpg
Tr-gl_0581,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0581.jpg
Tr-gl_0135,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0135.jpg
Tr-gl_0936,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0936.jpg
Tr-gl_0071,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0071.jpg
Tr-gl_0173,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0173.jpg
Tr-gl_1123,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1123.jpg
Tr-gl_1303,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1303.jpg
Tr-gl_0274,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0274.jpg
Tr-gl_0110,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0110.jpg
Tr-gl_0911,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0911.jpg
Tr-gl_0941,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0941.jpg
Tr-gl_0983,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0983.jpg
Tr-gl_0756,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0756.jpg
Tr-gl_0193,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0193.jpg
Tr-gl_1161,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1161.jpg
Tr-gl_0127,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0127.jpg
Tr-gl_0903,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0903.jpg
Tr-gl_1026,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1026.jpg
Tr-gl_0657,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0657.jpg
Tr-gl_0016,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0016.jpg
Tr-gl_0794,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0794.jpg
Tr-gl_0962,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0962.jpg
Tr-gl_1083,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1083.jpg
Tr-gl_0761,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0761.jpg
Tr-gl_0075,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0075.jpg
Tr-gl_1122,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1122.jpg
Tr-gl_0138,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0138.jpg
Tr-gl_0286,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0286.jpg
Tr-gl_0944,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0944.jpg
Tr-gl_1283,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1283.jpg
Tr-gl_0459,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0459.jpg
Tr-gl_0925,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0925.jpg
Tr-gl_0784,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0784.jpg
Tr-gl_1312,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1312.jpg
Tr-gl_0035,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0035.jpg
Tr-gl_0372,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0372.jpg
Tr-gl_0577,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0577.jpg
Tr-gl_0845,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0845.jpg
Tr-gl_1080,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1080.jpg
Tr-gl_0456,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0456.jpg
Tr-gl_0728,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0728.jpg
Tr-gl_0268,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0268.jpg
Tr-gl_0507,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0507.jpg
Tr-gl_1089,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1089.jpg
Tr-gl_0844,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0844.jpg
Tr-gl_0437,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0437.jpg
Tr-gl_0213,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0213.jpg
Tr-gl_0932,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0932.jpg
Tr-gl_0055,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0055.jpg
Tr-gl_1287,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1287.jpg
Tr-gl_1228,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_1228.jpg
Tr-gl_0948,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0948.jpg
Tr-gl_0085,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0085.jpg
Tr-gl_0074,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0074.jpg
Tr-gl_0626,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0626.jpg
Tr-gl_1294,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_1294.jpg
Tr-gl_0714,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0714.jpg
Tr-gl_0904,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0904.jpg
Tr-gl_1196,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_1196.jpg
Tr-gl_0300,glioma,axial,512,512,../data_original/Training/glioma/Tr-gl_0300.jpg
Tr-gl_0745,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0745.jpg
Tr-gl_0448,glioma,coronal,512,512,../data_original/Training/glioma/Tr-gl_0448.jpg
Tr-gl_0882,glioma,sagittal,512,512,../data_original/Training/glioma/Tr-gl_0882.jpg
